,CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,Segment
279,12689.0,26,72,1247.61,1,Potential Loyalists
280,12690.0,206,16,389.01,0,At Risk
281,12691.0,28,32,1035.8,1,Potential Loyalists
282,12693.0,127,39,855.91,1,Potential Loyalists
283,12694.0,70,37,869.67,1,Potential Loyalists
284,12695.0,7,27,582.1,1,Potential Loyalists
285,12697.0,29,41,957.59,1,Potential Loyalists
286,12700.0,8,268,4939.99,3,Loyal
287,12701.0,80,53,797.71,1,Potential Loyalists
288,12702.0,20,12,219.0,1,Potential Loyalists
289,12703.0,71,21,283.55,1,Potential Loyalists
290,12704.0,7,88,2340.84,1,Potential Loyalists
291,12705.0,15,334,6868.29,3,Loyal
292,12707.0,292,33,603.42,0,At Risk
293,12708.0,30,157,2712.91,3,Loyal
294,12709.0,15,208,9736.52,2,High Value
295,12710.0,97,77,1149.02,1,Potential Loyalists
296,12712.0,29,133,4396.13,3,Loyal
297,12713.0,1,38,848.55,1,Potential Loyalists
298,12714.0,9,259,4708.86,3,Loyal
299,12715.0,106,21,353.86,1,Potential Loyalists
300,12716.0,4,69,1053.49,1,Potential Loyalists
301,12717.0,151,55,1030.98,1,Potential Loyalists
302,12718.0,71,19,238.25,1,Potential Loyalists
303,12719.0,5,39,644.95,1,Potential Loyalists
304,12720.0,3,354,5781.73,3,Loyal
305,12721.0,32,161,2656.13,3,Loyal
306,12722.0,85,53,997.63,1,Potential Loyalists
307,12723.0,4,69,725.07,1,Potential Loyalists
308,12724.0,5,53,1031.41,1,Potential Loyalists
309,12725.0,371,24,427.8,0,At Risk
310,12726.0,28,124,2609.1,1,Potential Loyalists
311,12727.0,11,139,3980.7,3,Loyal
312,12728.0,71,46,836.33,1,Potential Loyalists
313,12729.0,114,26,453.01,1,Potential Loyalists
314,12731.0,24,274,18895.91,2,High Value
315,12732.0,180,12,236.26,0,At Risk
316,12733.0,234,22,383.95,0,At Risk
317,12734.0,353,4,110.4,0,At Risk
318,12735.0,315,43,779.5699999999999,0,At Risk
319,12736.0,333,4,234.0,0,At Risk
320,12738.0,372,11,155.35,0,At Risk
321,12739.0,78,38,1013.04,1,Potential Loyalists
322,12740.0,64,27,427.6,1,Potential Loyalists
323,12743.0,134,134,546.43,1,Potential Loyalists
325,12747.0,2,103,4196.01,3,Loyal
327,12749.0,4,199,4090.88,3,Loyal
328,12750.0,129,15,275.88,1,Potential Loyalists
329,12752.0,81,53,4366.78,1,Potential Loyalists
331,12754.0,236,63,3010.74,0,At Risk
332,12755.0,281,4,3811.95,0,At Risk
333,12756.0,87,4,112.07999999999998,1,Potential Loyalists
334,12757.0,16,371,7857.1,2,High Value
335,12758.0,117,97,2791.59,1,Potential Loyalists
336,12759.0,52,95,1531.44,1,Potential Loyalists
337,12762.0,8,69,1898.52,1,Potential Loyalists
338,12763.0,138,18,494.08,1,Potential Loyalists
339,12764.0,317,45,1693.88,0,At Risk
340,12766.0,4,310,6989.63,3,Loyal
341,12769.0,239,32,1143.6,0,At Risk
342,12770.0,211,12,1351.45,0,At Risk
343,12772.0,60,55,892.47,1,Potential Loyalists
344,12775.0,17,66,1386.04,1,Potential Loyalists
345,12778.0,20,50,822.23,1,Potential Loyalists
346,12779.0,38,149,3981.36,3,Loyal
347,12781.0,64,25,826.74,1,Potential Loyalists
348,12782.0,5,103,2330.92,1,Potential Loyalists
349,12783.0,2,84,2225.91,1,Potential Loyalists
350,12784.0,9,59,574.42,1,Potential Loyalists
351,12785.0,364,14,311.95,0,At Risk
352,12787.0,10,20,463.66,1,Potential Loyalists
353,12789.0,65,4,91.85,1,Potential Loyalists
354,12790.0,192,21,324.92,0,At Risk
355,12791.0,374,2,192.6,0,At Risk
356,12792.0,257,25,400.54,0,At Risk
357,12793.0,335,24,545.48,0,At Risk
358,12794.0,53,45,860.41,1,Potential Loyalists
359,12795.0,19,14,430.48,1,Potential Loyalists
360,12797.0,366,13,254.03,0,At Risk
361,12798.0,10,8,6977.04,3,Loyal
362,12802.0,187,25,427.58,0,At Risk
363,12808.0,37,28,483.65,1,Potential Loyalists
364,12809.0,178,25,489.31,0,At Risk
365,12811.0,261,31,514.85,0,At Risk
366,12812.0,45,15,229.64,1,Potential Loyalists
367,12814.0,102,2,125.92,1,Potential Loyalists
368,12815.0,148,47,1063.46,1,Potential Loyalists
369,12816.0,96,29,572.2,1,Potential Loyalists
370,12817.0,281,4,166.04,0,At Risk
371,12818.0,262,14,1542.08,0,At Risk
372,12820.0,3,59,942.34,1,Potential Loyalists
373,12821.0,214,6,92.72,0,At Risk
374,12822.0,71,46,948.88,1,Potential Loyalists
375,12823.0,75,5,1759.5,1,Potential Loyalists
376,12824.0,60,25,397.12,1,Potential Loyalists
377,12826.0,3,91,1474.72,1,Potential Loyalists
378,12827.0,6,25,430.15,1,Potential Loyalists
379,12828.0,3,56,1018.71,1,Potential Loyalists
380,12829.0,337,11,293.0,0,At Risk
381,12830.0,38,38,6814.64,3,Loyal
382,12831.0,262,9,215.05,0,At Risk
383,12832.0,32,27,383.03,1,Potential Loyalists
384,12833.0,145,24,417.38,1,Potential Loyalists
385,12834.0,283,18,312.38,0,At Risk
386,12836.0,59,175,2612.86,3,Loyal
387,12837.0,173,12,134.1,0,At Risk
388,12838.0,34,123,683.13,1,Potential Loyalists
389,12839.0,3,314,5591.42,3,Loyal
390,12840.0,144,113,2726.77,1,Potential Loyalists
391,12841.0,5,420,4022.35,3,Loyal
392,12842.0,70,34,1118.99,1,Potential Loyalists
393,12843.0,66,103,1702.26,1,Potential Loyalists
394,12844.0,29,52,325.96000000000004,1,Potential Loyalists
395,12845.0,267,27,354.09,0,At Risk
396,12847.0,22,91,871.54,1,Potential Loyalists
397,12849.0,31,51,1050.89,1,Potential Loyalists
398,12851.0,97,50,135.18,1,Potential Loyalists
399,12852.0,295,17,311.55,0,At Risk
400,12853.0,135,78,1957.1,1,Potential Loyalists
401,12854.0,79,110,1324.5,1,Potential Loyalists
402,12855.0,373,3,38.1,0,At Risk
403,12856.0,8,314,2179.93,3,Loyal
404,12857.0,211,46,1106.4,0,At Risk
405,12863.0,52,5,521.2,1,Potential Loyalists
406,12864.0,138,3,147.12,1,Potential Loyalists
407,12865.0,26,95,1568.23,1,Potential Loyalists
408,12866.0,283,26,559.12,0,At Risk
409,12867.0,26,538,4036.82,3,Loyal
410,12868.0,186,107,1607.0600000000002,0,At Risk
411,12871.0,84,11,380.64,1,Potential Loyalists
412,12872.0,327,66,599.97,0,At Risk
413,12873.0,282,4,374.0,0,At Risk
414,12875.0,143,2,343.2300000000001,1,Potential Loyalists
415,12876.0,58,85,2218.02,1,Potential Loyalists
416,12877.0,4,154,1535.77,1,Potential Loyalists
417,12878.0,236,47,854.99,0,At Risk
418,12879.0,45,10,573.22,1,Potential Loyalists
419,12881.0,276,7,298.0,0,At Risk
420,12882.0,9,13,1463.04,1,Potential Loyalists
421,12883.0,25,42,703.47,1,Potential Loyalists
422,12884.0,88,7,309.05,1,Potential Loyalists
423,12885.0,63,71,1175.22,1,Potential Loyalists
424,12886.0,68,82,1378.4,1,Potential Loyalists
425,12888.0,214,5,354.12,0,At Risk
426,12890.0,24,82,380.47,1,Potential Loyalists
427,12891.0,186,3,331.0,0,At Risk
428,12893.0,31,34,188.14,1,Potential Loyalists
429,12895.0,42,22,372.8,1,Potential Loyalists
430,12897.0,205,4,216.5,0,At Risk
431,12901.0,9,116,17654.54,2,High Value
432,12902.0,265,10,138.68,0,At Risk
433,12904.0,18,72,509.58,1,Potential Loyalists
434,12906.0,12,63,2919.81,1,Potential Loyalists
435,12908.0,176,2,750.0,0,At Risk
436,12909.0,40,91,2178.67,1,Potential Loyalists
437,12910.0,23,75,3075.04,1,Potential Loyalists
438,12912.0,3,24,1662.3,1,Potential Loyalists
439,12913.0,5,50,2483.63,1,Potential Loyalists
440,12915.0,149,22,363.65,0,At Risk
441,12916.0,139,107,3006.15,1,Potential Loyalists
442,12917.0,128,2,594.0,1,Potential Loyalists
443,12919.0,8,50,1335.19,1,Potential Loyalists
444,12920.0,17,28,164.23,1,Potential Loyalists
446,12922.0,161,28,405.38,0,At Risk
447,12923.0,64,29,176.97,1,Potential Loyalists
448,12924.0,88,30,933.7,1,Potential Loyalists
449,12925.0,5,45,694.05,1,Potential Loyalists
450,12928.0,35,84,2062.7000000000003,1,Potential Loyalists
451,12929.0,312,8,117.85,0,At Risk
452,12930.0,78,25,415.8,1,Potential Loyalists
454,12933.0,24,106,607.53,1,Potential Loyalists
455,12935.0,2,129,2160.7,1,Potential Loyalists
456,12936.0,17,62,1063.9,1,Potential Loyalists
457,12937.0,15,120,1504.27,1,Potential Loyalists
458,12938.0,26,9,114.14,1,Potential Loyalists
459,12939.0,64,47,11581.8,2,High Value
460,12940.0,55,99,913.54,1,Potential Loyalists
461,12942.0,131,75,683.9,1,Potential Loyalists
462,12944.0,36,30,604.51,1,Potential Loyalists
463,12945.0,288,23,462.95,0,At Risk
464,12947.0,144,97,1603.99,1,Potential Loyalists
465,12948.0,16,116,2064.95,1,Potential Loyalists
466,12949.0,31,215,4167.22,3,Loyal
467,12950.0,2,23,1843.0,1,Potential Loyalists
468,12951.0,9,63,1064.07,1,Potential Loyalists
469,12952.0,6,79,1387.79,1,Potential Loyalists
470,12953.0,10,17,329.85,1,Potential Loyalists
471,12955.0,1,180,4757.16,3,Loyal
472,12956.0,306,19,108.07,0,At Risk
473,12957.0,10,238,4017.54,3,Loyal
474,12962.0,7,16,266.39,1,Potential Loyalists
475,12963.0,8,95,1856.63,1,Potential Loyalists
476,12965.0,89,109,771.91,1,Potential Loyalists
477,12966.0,10,10,160.18,1,Potential Loyalists
478,12967.0,358,19,1660.9,0,At Risk
479,12968.0,112,5,135.95,1,Potential Loyalists
480,12970.0,7,151,452.24,1,Potential Loyalists
481,12971.0,4,305,11189.91,2,High Value
482,12974.0,198,8,144.8,0,At Risk
483,12976.0,212,22,738.6,0,At Risk
484,12977.0,156,9,39.24,0,At Risk
485,12980.0,158,20,7374.900000000001,3,Loyal
486,12981.0,30,20,372.22,1,Potential Loyalists
487,12982.0,243,28,390.54,0,At Risk
488,12984.0,19,4,97.5,1,Potential Loyalists
489,12985.0,1,76,1239.38,1,Potential Loyalists
490,12987.0,74,28,558.7,1,Potential Loyalists
491,12988.0,292,92,535.32,0,At Risk
492,12989.0,3,64,6924.110000000001,3,Loyal
493,12990.0,31,13,409.5,1,Potential Loyalists
494,12991.0,23,31,503.76,1,Potential Loyalists
495,12993.0,23,27,414.76,1,Potential Loyalists
496,12994.0,4,61,974.42,1,Potential Loyalists
497,12995.0,85,3,211.32,1,Potential Loyalists
498,12997.0,22,59,1226.89,1,Potential Loyalists
499,12999.0,196,28,455.88,0,At Risk
500,13000.0,107,31,534.85,1,Potential Loyalists
501,13001.0,4,339,9818.82,2,High Value
502,13002.0,318,7,120.95,0,At Risk
503,13003.0,106,6,149.05,1,Potential Loyalists
504,13004.0,12,404,5655.91,3,Loyal
505,13005.0,174,26,513.7,0,At Risk
506,13006.0,56,4,81.57,1,Potential Loyalists
507,13008.0,323,14,229.47,0,At Risk
508,13011.0,372,3,50.55,0,At Risk
509,13012.0,9,89,1661.84,1,Potential Loyalists
510,13013.0,1,219,4810.9400000000005,3,Loyal
511,13014.0,11,110,3466.28,3,Loyal
512,13015.0,53,176,3346.28,3,Loyal
513,13016.0,73,47,789.89,1,Potential Loyalists
514,13017.0,7,1,204.0,1,Potential Loyalists
515,13018.0,16,458,7277.7,2,High Value
516,13021.0,4,131,2616.38,3,Loyal
517,13023.0,64,40,689.9,1,Potential Loyalists
518,13026.0,1,40,975.36,1,Potential Loyalists
519,13027.0,114,26,6912.0,3,Loyal
520,13028.0,23,45,661.3199999999999,1,Potential Loyalists
521,13029.0,31,10,1247.5,1,Potential Loyalists
522,13030.0,11,99,799.48,1,Potential Loyalists
523,13032.0,52,71,1010.18,1,Potential Loyalists
524,13033.0,357,11,190.55,0,At Risk
525,13034.0,55,37,642.77,1,Potential Loyalists
526,13035.0,74,27,921.88,1,Potential Loyalists
527,13037.0,138,48,881.07,1,Potential Loyalists
528,13038.0,80,28,908.46,1,Potential Loyalists
529,13040.0,9,43,676.99,1,Potential Loyalists
530,13043.0,273,13,516.42,0,At Risk
531,13044.0,291,33,560.47,0,At Risk
532,13045.0,99,18,305.28000000000003,1,Potential Loyalists
533,13046.0,31,35,629.31,1,Potential Loyalists
534,13047.0,32,172,3237.54,3,Loyal
535,13048.0,14,136,1835.91,1,Potential Loyalists
536,13049.0,64,14,656.6800000000001,1,Potential Loyalists
537,13050.0,15,403,5836.86,3,Loyal
538,13052.0,212,18,348.15000000000003,0,At Risk
539,13055.0,78,76,1214.41,1,Potential Loyalists
540,13058.0,25,8,271.40000000000003,1,Potential Loyalists
541,13059.0,250,8,183.4,0,At Risk
542,13060.0,254,15,307.53,0,At Risk
543,13061.0,72,10,248.61,1,Potential Loyalists
544,13062.0,191,11,346.98,0,At Risk
545,13064.0,13,69,1119.49,1,Potential Loyalists
546,13065.0,373,14,205.86,0,At Risk
547,13066.0,24,48,470.8,1,Potential Loyalists
548,13067.0,82,15,115.46,1,Potential Loyalists
549,13068.0,10,2,344.0,1,Potential Loyalists
550,13069.0,1,425,4436.12,3,Loyal
551,13070.0,192,9,228.8,0,At Risk
552,13072.0,267,7,177.15,0,At Risk
553,13075.0,130,22,919.61,1,Potential Loyalists
554,13077.0,1,112,729.27,1,Potential Loyalists
555,13078.0,3,358,12627.94,2,High Value
556,13079.0,4,6,220.1,1,Potential Loyalists
557,13080.0,179,6,58.08,0,At Risk
559,13082.0,126,73,3613.63,1,Potential Loyalists
560,13083.0,4,18,303.75,1,Potential Loyalists
561,13085.0,158,22,416.08,0,At Risk
563,13090.0,9,155,8910.82,2,High Value
564,13091.0,28,21,345.82,1,Potential Loyalists
565,13092.0,71,25,477.83,1,Potential Loyalists
566,13093.0,276,159,7832.47,3,Loyal
567,13094.0,21,24,1927.32,1,Potential Loyalists
